date,%_Iron_Concentrate,Flotation_Column_05_Air_Flow,Flotation_Column_03_Air_Flow,Flotation_Column_07_Level,Flotation_Column_06_Air_Flow,Ore_Pulp_Density,Flotation_Column_01_Air_Flow,Ore_Pulp_Flow,%_Silica_Concentrate,%_Silica_Feed,Flotation_Column_02_Air_Flow,%_Iron_Feed,Flotation_Column_04_Air_Flow,Flotation_Column_07_Air_Flow,Amina_Flow,Starch_Flow,Ore_Pulp_pH
2017-04-04 22:32:20,63.5290858726,301.445,299.264,364.585,301.235,1718650.0,301.685,395247.0,3.8552339413,9.29,294.447,59.78,300.418,302.347,524.324,736.8985,9.61816
2017-04-04 22:32:40,63.5240720222,299.547,298.948,352.273,300.286,1718530.0,301.685,398411.0,3.8553132435,9.29,295.712,59.78,305.48,302.663,527.399,778.7444,9.61816
2017-04-04 22:33:00,63.5190581717,298.536,299.12,341.987,300.024,1718420.0,300.906,396885.0,3.8553925456,9.29,300.57,59.78,301.17,303.951,526.402,820.5903,9.61816
2017-04-04 22:33:20,63.5140443213,298.109,299.427,338.608,300.086,1718310.0,299.907,393699.0,3.8554718477,9.29,305.294,59.78,293.879,305.561,523.514,862.4362,9.61816
2017-04-04 22:33:40,63.5090304709,297.832,299.151,355.489,299.81,1718200.0,299.815,394804.0,3.8555511499,9.29,301.702,59.78,296.365,306.205,522.746,904.2821,9.61816
2017-04-04 22:34:00,63.5040166205,297.556,298.874,372.369,299.534,1718090.0,299.722,395909.0,3.855630452,9.29,298.111,59.78,298.851,306.85,521.979,946.128,9.61816
2017-04-04 22:34:20,63.4990027701,297.813,299.587,359.38,299.728,1717980.0,299.479,395790.0,3.8557097542,9.29,297.13,59.78,299.951,304.833,522.483,3880.31,9.61816
2017-04-04 22:34:40,63.4939889197,298.178,300.498,340.386,300.017,1717870.0,299.206,395426.0,3.8557890563,9.29,296.675,59.78,300.771,302.282,523.242,4076.17,9.61816
2017-04-04 22:35:00,63.4889750693,299.389,301.959,333.923,300.306,1717760.0,299.515,397350.0,3.8558683584,9.29,297.078,59.78,299.644,300.472,524.238,1249.54,9.61816
2017-04-04 22:35:20,63.4839612188,301.863,303.813,345.264,300.545,1717640.0,300.545,402063.0,3.8559476606,9.29,298.32,59.78,296.274,299.308,525.742,1328.735,9.61816
2017-04-04 22:35:40,63.4789473684,304.541,299.487,359.746,299.927,1717530.0,299.927,399316.0,3.8560269627,9.29,293.994,59.78,300.806,293.335,529.175,1407.93,9.61816
2017-04-04 22:36:00,63.473933518,302.996,299.487,348.591,299.927,1717420.0,299.927,398801.0,3.8561062649,9.29,300.948,59.78,300.613,294.494,527.029,1487.125,9.61816
2017-04-04 22:36:20,63.4689196676,300.57,299.355,342.805,300.708,1717610.0,300.187,400814.0,3.856185567,9.29,297.477,59.78,299.805,302.206,528.542,1566.32,9.61816
2017-04-04 22:36:40,63.4639058172,298.349,299.201,347.22,300.864,1717850.0,300.239,402415.0,3.8562648692,9.29,297.482,59.78,298.569,305.746,529.256,1645.515,9.61816
2017-04-04 22:37:00,63.4588919668,296.635,299.048,365.267,299.927,1718090.0,299.925,402831.0,3.8563441713,9.29,304.974,59.78,296.853,301.68,527.964,1724.71,9.61816
2017-04-04 22:37:20,63.4538781163,299.637,299.215,368.199,299.927,1718330.0,298.758,401941.0,3.8564234734,9.29,299.97,59.78,299.022,298.01,535.377,3150.47,9.61816
2017-04-04 22:37:40,63.4488642659,300.738,303.26,359.614,300.526,1718560.0,296.866,403714.0,3.8565027756,9.29,293.622,59.78,299.472,292.009,530.943,2726.56,9.61816
2017-04-04 22:38:00,63.4438504155,298.427,303.018,357.647,298.828,1718800.0,297.395,397313.0,3.8565820777,9.29,298.14,59.78,299.75,291.346,528.2,2632.26,9.61816
2017-04-04 22:38:20,63.4388365651,297.275,298.404,365.664,298.93,1719040.0,297.849,403759.0,3.8566613799,9.29,305.73,59.78,302.022,293.401,526.324,2543.17,9.61816
2017-04-04 22:38:40,63.4338227147,297.254,298.889,370.457,299.499,1719280.0,298.03,403152.0,3.856740682,9.29,301.175,59.78,300.618,305.247,529.718,2557.15,9.61816
2017-04-04 22:39:00,63.4288088643,294.888,302.832,363.724,300.288,1719510.0,297.557,397264.0,3.8568199841,9.29,299.44,59.78,296.991,305.404,525.337,2578.36,9.61816
2017-04-04 22:39:20,63.4237950139,295.503,302.586,343.326,299.517,1719750.0,298.996,398379.0,3.8568992863,9.29,296.932,59.78,299.179,306.269,526.082,2600.39,9.61816
2017-04-04 22:39:40,63.4187811634,297.935,298.828,333.026,298.864,1719990.0,297.978,402794.0,3.8569785884,9.29,298.122,59.78,300.366,299.379,530.396,2619.14,9.61941
2017-04-04 22:40:00,63.413767313,297.541,298.828,326.6,299.848,1720230.0,298.765,401744.0,3.8570578906,9.29,302.847,59.78,300.366,296.426,530.396,2617.52,9.6207
2017-04-04 22:40:20,63.4087534626,300.493,298.686,333.581,300.495,1720460.0,298.828,402607.0,3.8571371927,9.29,301.234,59.78,300.508,293.918,533.158,2613.87,9.62198
2017-04-04 22:40:40,63.4037396122,301.579,301.116,342.877,300.479,1720700.0,299.056,400933.0,3.8572164948,9.29,299.165,59.78,300.586,296.492,533.759,2610.7,9.62327
2017-04-04 22:41:00,63.3987257618,301.496,303.349,347.962,299.99,1720940.0,299.516,396521.0,3.857295797,9.29,296.602,59.78,300.273,302.403,532.619,2614.41,9.62455
2017-04-04 22:41:20,63.3937119114,302.311,302.491,348.097,299.74,1721180.0,299.813,393272.0,3.8573750991,9.29,294.392,59.78,299.695,305.949,532.091,2619.95,9.62584
2017-04-04 22:41:40,63.3886980609,302.005,299.735,352.711,300.046,1721410.0,298.741,399804.0,3.8574544013,9.29,300.21,59.78,299.579,304.724,530.815,2620.38,9.62712
2017-04-04 22:42:00,63.3836842105,301.489,298.828,350.987,300.1,1721650.0,298.481,400416.0,3.8575337034,9.29,300.556,59.78,299.856,304.69,532.188,2609.14,9.62841
2017-04-04 22:42:20,63.3786703601,299.585,298.79,337.253,299.813,1721890.0,298.904,395085.0,3.8576130056,9.29,294.767,59.78,301.169,305.471,538.729,2601.56,9.6297
2017-04-04 22:42:40,63.3736565097,298.186,298.633,331.009,299.347,1722130.0,299.215,396950.0,3.8576923077,9.29,295.233,59.78,300.858,302.985,537.866,2602.38,9.63098
2017-04-04 22:43:00,63.3686426593,295.726,298.477,350.314,299.66,1723060.0,299.398,400579.0,3.8577716098,9.29,299.236,59.78,300.413,296.155,531.18,2601.66,9.63227
2017-04-04 22:43:20,63.3636288089,296.476,300.651,369.841,300.32,1724130.0,299.684,404275.0,3.857850912,9.29,301.019,59.78,299.458,295.239,530.285,2597.44,9.63355
2017-04-04 22:43:40,63.3586149584,299.159,302.406,370.003,300.478,1725200.0,299.927,404018.0,3.8579302141,9.29,297.036,59.78,298.827,300.742,534.971,2585.67,9.63484
2017-04-04 22:44:00,63.353601108,298.923,300.167,355.207,299.771,1726270.0,299.927,399619.0,3.8580095163,9.29,290.791,59.78,299.298,303.452,535.626,2569.59,9.63613
2017-04-04 22:44:20,63.3485872576,298.646,299.268,348.292,299.51,1727340.0,299.927,397988.0,3.8580888184,9.29,289.032,59.78,299.544,304.643,536.047,2553.97,9.63741
2017-04-04 22:44:40,63.3435734072,296.139,299.268,334.913,299.823,1728410.0,299.927,399868.0,3.8581681205,9.29,299.374,59.78,300.328,306.054,538.223,2538.36,9.6387
2017-04-04 22:45:00,63.3385595568,294.281,299.061,335.684,299.617,1729630.0,299.617,402139.0,3.8582474227,9.29,302.783,59.78,300.276,306.725,541.233,2522.75,9.63998
2017-04-04 22:45:20,63.3335457064,293.649,299.317,346.396,299.423,1730930.0,299.29,403737.0,3.8583267248,9.29,302.672,59.78,299.905,306.491,543.761,2528.43,9.64127
2017-04-04 22:45:40,63.328531856,295.85,301.335,366.433,300.065,1732230.0,299.382,402636.0,3.858406027,9.29,302.213,59.78,299.813,304.565,543.507,2535.16,9.64255
2017-04-04 22:46:00,63.3235180055,298.051,303.353,386.47,300.707,1733530.0,299.473,401536.0,3.8584853291,9.29,301.755,59.78,299.721,302.639,543.252,2529.65,9.64384
2017-04-04 22:46:20,63.3185041551,301.268,300.016,424.241,296.583,1734830.0,299.295,399576.0,3.8585646312,9.29,296.886,59.78,298.939,298.697,541.08,2525.5,9.64513
2017-04-04 22:46:40,63.3134903047,299.034,299.348,432.42,295.414,1735140.0,299.547,399874.0,3.8586439334,9.29,296.331,59.78,299.526,295.239,541.547,2534.83,9.64641
2017-04-04 22:47:00,63.3084764543,299.395,299.032,431.275,296.585,1735320.0,299.785,399672.0,3.8587232355,9.29,298.768,59.78,299.927,293.712,540.683,2527.85,9.6477
2017-04-04 22:47:20,63.3034626039,302.731,298.955,423.349,299.129,1735500.0,299.944,399077.0,3.8588025377,9.29,302.813,59.78,299.944,294.254,538.619,2526.67,9.64898
2017-04-04 22:47:40,63.2984487535,302.258,302.113,399.557,297.866,1735670.0,300.102,402235.0,3.8588818398,9.29,301.076,59.78,300.102,296.622,541.25,2543.5,9.65027
2017-04-04 22:48:00,63.293434903,300.453,301.73,387.855,297.669,1735850.0,300.146,403868.0,3.858961142,9.29,300.745,59.78,300.067,300.553,541.108,2567.92,9.65156
2017-04-04 22:48:20,63.2884210526,298.125,299.956,380.898,297.891,1736030.0,300.146,404902.0,3.8590404441,9.29,300.967,59.78,299.956,305.097,539.876,2569.65,9.65284
2017-04-04 22:48:40,63.2834072022,298.396,299.246,379.664,296.419,1736210.0,300.066,402169.0,3.8591197462,9.29,301.75,59.78,299.766,301.95,541.564,2566.48,9.65413
2017-04-04 22:49:00,63.2783933518,299.6,298.917,380.489,294.339,1736390.0,299.956,398082.0,3.8591990484,9.29,302.736,59.78,299.547,296.038,544.301,2579.97,9.65541
2017-04-04 22:49:20,63.2733795014,298.515,298.994,345.876,297.928,1736560.0,299.678,395976.0,3.8592783505,9.29,301.009,59.78,299.737,294.101,546.428,2585.94,9.65717
2017-04-04 22:49:40,63.268365651,296.576,299.222,298.067,303.628,1736740.0,299.336,394608.0,3.8593576527,9.29,298.273,59.78,300.079,293.645,548.329,2616.99,9.6591
2017-04-04 22:50:00,63.2633518006,296.191,299.268,288.569,304.761,1736920.0,299.268,394336.0,3.8594369548,9.29,297.729,59.78,300.146,293.555,548.706,2617.86,9.66103
2017-04-04 22:50:20,63.2583379501,296.4,298.851,288.047,302.471,1737100.0,299.684,399332.0,3.8595162569,9.29,299.395,59.78,299.938,300.216,538.876,2619.72,9.66296
2017-04-04 22:50:40,63.2533240997,296.719,300.829,385.393,302.19,1737270.0,299.861,400225.0,3.8595955591,9.29,301.796,59.78,300.081,305.202,540.895,2625.34,9.66489
2017-04-04 22:51:00,63.2483102493,297.918,302.558,409.037,302.512,1737450.0,299.636,397772.0,3.8596748612,9.29,299.776,59.78,299.952,305.238,541.453,2627.59,9.66682
2017-04-04 22:51:20,63.2432963989,298.707,302.989,373.646,301.507,1737630.0,299.268,394386.0,3.8597541634,9.29,297.131,59.78,300.044,302.147,541.706,2630.77,9.66875
2017-04-04 22:51:40,63.2382825485,296.437,300.266,322.736,295.455,1737810.0,299.268,394588.0,3.8598334655,9.29,301.821,59.78,301.405,299.575,545.489,2633.8,9.67068
2017-04-04 22:52:00,63.2332686981,297.929,299.707,319.359,301.063,1737980.0,298.778,394140.0,3.8599127676,9.29,299.97,59.78,300.339,296.113,546.265,2636.54,9.67261
2017-04-04 22:52:20,63.2282548476,300.019,299.551,349.622,304.805,1738160.0,298.311,396138.0,3.8599920698,9.29,300.533,59.78,298.567,294.553,543.02,2639.29,9.67454
2017-04-04 22:52:40,63.2232409972,301.467,299.32,383.069,299.904,1738340.0,298.012,401535.0,3.8600713719,9.29,303.493,59.78,298.075,298.118,536.528,2635.07,9.67647
2017-04-04 22:53:00,63.2182271468,302.915,299.478,348.592,294.539,1738520.0,297.538,404692.0,3.8601506741,9.29,297.023,59.78,300.443,304.589,534.774,2628.9,9.6784
2017-04-04 22:53:20,63.2132132964,310.27,299.487,327.875,301.481,1738700.0,297.51,405892.0,3.8602299762,9.29,297.236,59.78,300.435,304.072,538.032,2625.7,9.68033
2017-04-04 22:53:40,63.208199446,308.198,299.487,343.157,302.674,1738870.0,298.417,402840.0,3.8603092784,9.29,298.235,59.78,300.176,300.941,537.535,2622.68,9.68226
2017-04-04 22:54:00,63.2031855956,300.442,299.508,369.467,299.728,1739050.0,299.686,397660.0,3.8603885805,9.29,300.111,59.78,299.846,297.338,535.924,2620.57,9.68419
2017-04-04 22:54:20,63.1981717452,299.645,299.622,328.596,299.841,1739230.0,299.573,396597.0,3.8604678826,9.29,304.777,59.78,299.515,298.817,542.88,2617.48,9.68612
2017-04-04 22:54:40,63.1931578947,300.041,299.649,283.863,301.563,1739410.0,299.779,397047.0,3.8605471848,9.29,306.874,59.78,299.151,300.92,546.473,2612.4,9.68806
2017-04-04 22:55:00,63.1881440443,302.932,299.562,241.808,302.214,1739580.0,300.66,400191.0,3.8606264869,9.29,301.591,59.78,299.423,304.554,541.786,2604.21,9.68999
2017-04-04 22:55:20,63.1831301939,300.929,299.645,251.478,296.079,1739760.0,300.992,399609.0,3.8607057891,9.29,300.998,59.78,300.648,307.167,543.104,2587.88,9.69192
2017-04-04 22:55:40,63.1781163435,295.116,299.488,291.721,299.693,1739940.0,301.463,399609.0,3.8607850912,9.29,306.497,59.78,300.805,309.366,547.468,2584.71,9.69385
2017-04-04 22:56:00,63.1731024931,295.112,299.484,291.978,299.655,1740120.0,301.478,399566.0,3.8608643933,9.29,306.357,59.78,300.783,309.171,547.404,2581.08,9.69578
2017-04-04 22:56:20,63.1680886427,295.917,299.35,296.022,297.508,1740360.0,302.015,397777.0,3.8609436955,9.29,299.646,59.78,299.844,300.716,544.049,2574.81,9.69771
2017-04-04 22:56:40,63.1630747922,297.257,299.945,301.901,294.329,1740590.0,302.682,399614.0,3.8610229976,9.29,297.394,59.78,300.452,300.949,542.933,2568.53,9.69964
2017-04-04 22:57:00,63.1580609418,297.954,299.85,314.636,296.664,1740830.0,303.08,399402.0,3.8611022998,9.29,297.431,59.78,300.88,303.897,543.625,2550.78,9.70157
2017-04-04 22:57:20,63.1530470914,298.773,299.653,342.243,301.986,1741070.0,303.69,398074.0,3.8611816019,9.29,297.376,59.78,300.915,306.381,544.204,2550.78,9.7035
2017-04-04 22:57:40,63.148033241,298.455,301.879,368.59,299.919,1741300.0,303.849,402737.0,3.861260904,9.29,302.94,59.78,300.279,305.586,542.879,2552.21,9.70543
2017-04-04 22:58:00,63.1430193906,298.881,300.498,368.22,296.657,1741540.0,302.897,401250.0,3.8613402062,9.29,300.533,59.78,299.408,301.728,544.654,2556.68,9.70736
2017-04-04 22:58:20,63.1380055402,297.483,298.963,352.512,296.643,1741780.0,301.444,400676.0,3.8614195083,9.29,300.619,59.78,298.403,296.109,547.917,2561.99,9.70929
2017-04-04 22:58:40,63.1329916898,295.778,298.861,339.454,301.311,1742020.0,300.125,401654.0,3.8614988105,9.29,304.156,59.78,298.372,293.443,550.426,2562.15,9.71157
2017-04-04 22:59:00,63.1279778393,298.591,298.943,350.807,304.224,1742250.0,299.523,398707.0,3.8615781126,9.29,301.544,59.78,299.979,297.562,550.146,2560.55,9.71438
2017-04-04 22:59:20,63.1229639889,300.806,299.025,359.746,306.519,1742490.0,299.048,396387.0,3.8616574148,9.29,299.487,59.78,301.245,300.806,549.927,2560.55,9.71718
2017-04-04 22:59:40,63.1179501385,297.844,299.996,347.55,299.648,1742730.0,299.996,396071.0,3.8617367169,9.29,299.724,59.78,301.008,304.004,549.269,2560.55,9.71999
2017-04-04 23:00:00,63.1129362881,296.222,301.09,339.121,295.252,1742970.0,300.692,397922.0,3.861816019,9.29,300.495,59.78,300.806,306.454,548.233,2558.81,9.72279
2017-04-04 23:00:20,63.1079224377,298.587,301.829,344.32,299.096,1743200.0,300.396,403442.0,3.8618953212,9.29,301.974,59.78,300.806,305.715,547.0,2563.29,9.7256
2017-04-04 23:00:40,63.1029085873,300.093,301.764,329.669,304.548,1743440.0,300.929,403629.0,3.8619746233,9.29,301.843,59.78,299.962,305.218,543.751,2568.12,9.7284
2017-04-04 23:01:00,63.0978947368,302.031,301.276,332.915,301.476,1743680.0,300.02,408046.0,3.8620539255,9.29,299.847,59.78,297.65,302.53,543.694,2562.5,9.73121
2017-04-04 23:01:20,63.0928808864,301.703,299.348,338.047,297.864,1743920.0,299.716,406431.0,3.8621332276,9.29,295.913,59.78,298.669,300.447,544.409,2558.48,9.73401
2017-04-04 23:01:40,63.087867036,300.134,297.376,345.433,296.4,1744150.0,299.658,404069.0,3.8622125297,9.29,295.645,59.78,299.854,298.731,545.519,2557.74,9.73682
2017-04-04 23:02:00,63.0828531856,299.608,298.674,347.587,300.818,1744390.0,300.038,402602.0,3.8622918319,9.29,302.128,59.78,299.676,298.602,547.65,2557.0,9.73962
2017-04-04 23:02:20,63.0778393352,303.008,301.919,341.379,304.526,1744630.0,300.347,399512.0,3.862371134,9.29,303.364,59.78,299.499,296.748,551.513,2558.67,9.74243
2017-04-04 23:02:40,63.0728254848,302.482,302.336,347.894,306.348,1744860.0,299.943,399881.0,3.8624504362,9.29,301.644,59.78,300.016,294.621,543.529,2561.48,9.74524
2017-04-04 23:03:00,63.0678116343,292.79,297.722,380.836,299.402,1745100.0,299.502,402416.0,3.8625297383,9.29,302.627,59.78,300.791,295.568,540.24,2549.2,9.74804
2017-04-04 23:03:20,63.0627977839,295.221,297.57,371.679,297.579,1745340.0,299.805,399782.0,3.8626090404,9.29,303.995,59.78,300.481,296.327,541.928,2538.0,9.75085
2017-04-04 23:03:40,63.0577839335,295.334,299.606,365.391,295.612,1745580.0,299.355,397079.0,3.8626883426,9.29,300.254,59.78,300.17,300.537,542.338,2532.76,9.75365
2017-04-04 23:04:00,63.0527700831,294.96,302.443,360.704,293.895,1745810.0,298.758,396712.0,3.8627676447,9.29,296.493,59.78,299.678,305.64,541.992,2530.64,9.75646
2017-04-04 23:04:20,63.0477562327,298.138,301.945,356.646,294.686,1746050.0,299.561,401938.0,3.8628469469,9.29,302.155,59.78,299.038,304.257,543.505,2526.15,9.75926
2017-04-04 23:04:40,63.0427423823,300.522,298.767,357.444,298.976,1746290.0,300.673,398549.0,3.862926249,9.29,299.771,59.78,299.832,299.014,549.243,2509.09,9.76207
2017-04-04 23:05:00,63.0377285319,300.806,298.389,357.539,299.487,1746530.0,300.806,398145.0,3.8630055511,9.29,299.487,59.78,299.927,298.389,549.927,2481.84,9.76487
2017-04-04 23:05:20,63.0327146814,299.488,298.607,369.1,291.385,1746760.0,299.488,404579.0,3.8630848533,9.29,295.772,59.78,299.927,292.669,544.448,2454.59,9.76768
2017-04-04 23:05:40,63.027700831,301.642,300.522,358.616,305.664,1747000.0,299.498,398568.0,3.8631641554,9.29,296.689,59.78,300.146,292.888,545.191,2441.29,9.77048
2017-04-04 23:06:00,63.0226869806,302.563,301.904,359.194,306.738,1746950.0,299.268,397852.0,3.8632434576,9.29,292.236,59.78,300.146,294.653,541.992,2418.88,9.77329
2017-04-04 23:06:20,63.0176731302,298.54,301.904,366.568,302.606,1746770.0,298.833,397417.0,3.8633227597,9.29,297.348,59.78,299.603,298.351,544.107,2385.74,9.7761
2017-04-04 23:06:40,63.0126592798,296.198,301.387,371.669,298.506,1746600.0,298.412,396816.0,3.8634020619,9.29,302.281,59.78,299.189,301.3,545.742,2368.69,9.7789
2017-04-04 23:07:00,63.0076454294,302.177,299.633,363.463,298.905,1746420.0,298.492,396284.0,3.863481364,9.29,301.325,59.78,299.667,298.511,543.97,2334.91,9.78171
2017-04-04 23:07:20,63.0026315789,308.155,297.879,355.256,299.303,1746250.0,298.572,395753.0,3.8635606661,9.29,300.368,59.78,300.146,295.721,542.199,2299.81,9.78451
2017-04-04 23:07:40,62.9976177285,304.967,300.331,328.83,298.528,1746070.0,298.992,397298.0,3.8636399683,9.29,293.597,59.78,300.75,300.188,542.98,2283.2,9.78732
2017-04-04 23:08:00,62.9926038781,303.35,302.313,336.674,305.599,1745900.0,298.921,397252.0,3.8637192704,9.29,300.762,59.78,300.494,303.684,543.714,2276.64,9.79012
2017-04-04 23:08:20,62.9875900277,302.61,301.675,354.229,298.084,1745720.0,299.462,397172.0,3.8637985726,9.29,304.092,59.78,299.652,306.519,549.774,2265.98,9.79261
2017-04-04 23:08:40,62.9825761773,301.524,298.859,354.229,294.8,1745550.0,299.306,398424.0,3.8638778747,9.29,301.276,59.78,297.932,306.519,544.995,2255.32,9.79344
2017-04-04 23:09:00,62.9775623269,300.438,298.053,351.311,298.642,1745370.0,299.5,398266.0,3.8639571768,9.29,296.171,59.78,299.02,305.938,543.823,2255.44,9.79427
2017-04-04 23:09:20,62.9725484765,299.914,298.018,341.447,303.885,1745200.0,299.569,398035.0,3.864036479,9.29,296.025,59.78,300.295,305.351,545.163,2278.75,9.7951
2017-04-04 23:09:40,62.967534626,299.795,298.677,324.261,305.664,1745020.0,299.585,397506.0,3.8641157811,9.29,304.766,59.78,300.078,305.391,544.92,2292.02,9.79593
2017-04-04 23:10:00,62.9625207756,299.202,300.36,331.196,301.716,1744850.0,300.264,396371.0,3.8641950833,9.29,304.613,59.78,299.818,303.203,538.916,2295.29,9.79675
2017-04-04 23:10:20,62.9575069252,301.549,301.685,362.351,294.909,1744670.0,299.929,399736.0,3.8642743854,9.29,300.941,59.78,299.555,294.855,544.937,2299.48,9.79758
2017-04-04 23:10:40,62.9524930748,299.653,301.685,367.905,301.545,1744500.0,299.594,397419.0,3.8643536875,9.29,302.837,59.78,300.503,291.537,551.959,2294.13,9.79841
2017-04-04 23:11:00,62.9474792244,300.397,301.685,361.077,304.908,1744320.0,299.487,396680.0,3.8644329897,9.29,300.64,59.78,300.909,291.101,551.028,2255.69,9.79924
2017-04-04 23:11:20,62.942465374,301.579,301.197,350.711,304.928,1744150.0,299.534,396680.0,3.8645122918,9.29,297.788,59.78,301.002,292.61,546.388,2232.45,9.80007
2017-04-04 23:11:40,62.9374515235,300.221,299.16,347.545,299.205,1743970.0,299.728,396680.0,3.864591594,9.29,298.953,59.78,300.905,296.005,541.808,2211.47,9.8009
2017-04-04 23:12:00,62.9324376731,298.863,297.123,344.378,293.482,1743800.0,299.922,396680.0,3.8646708961,9.29,300.117,59.78,300.808,299.4,537.227,2195.94,9.80172
2017-04-04 23:12:20,62.9274238227,299.642,301.546,344.297,297.607,1743620.0,299.52,391797.0,3.8647501983,9.29,302.588,59.78,299.788,304.574,538.24,2189.19,9.80255
2017-04-04 23:12:40,62.9224099723,298.608,302.238,359.719,306.431,1743450.0,299.927,397590.0,3.8648295004,9.29,302.391,,297.783,302.95,546.206,2184.9,9.80338
2017-04-04 23:13:00,62.9173961219,298.608,299.009,358.909,297.068,1743270.0,299.927,389626.0,3.8649088025,9.29,290.445,59.78,299.397,301.336,544.412,2179.19,9.80421
2017-04-04 23:13:20,62.9123822715,298.608,297.949,358.643,293.994,1743100.0,299.927,387012.0,3.8649881047,9.29,286.523,59.78,299.927,300.806,543.823,2172.85,9.80504
2017-04-04 23:13:40,62.9073684211,298.306,297.747,343.179,300.354,1742920.0,299.725,390511.0,3.8650674068,9.29,292.681,59.78,299.927,298.282,539.056,2166.51,9.80587
2017-04-04 23:14:00,62.9023545706,298.094,297.55,325.929,307.64,1742750.0,299.487,394635.0,3.865146709,9.29,299.794,59.78,299.95,295.417,533.528,2151.82,9.80669
2017-04-04 23:14:20,62.8973407202,300.102,298.113,339.043,304.909,1742570.0,299.487,394725.0,3.8652260111,9.29,297.946,59.78,300.271,296.863,534.643,2140.23,9.80752
2017-04-04 23:14:40,62.8923268698,302.111,298.675,352.158,302.177,1742400.0,299.487,394814.0,3.8653053132,9.29,296.098,59.78,300.593,298.309,535.759,2130.67,9.80835
2017-04-04 23:15:00,62.8873130194,303.442,299.048,360.85,300.366,1742220.0,299.487,394903.0,3.8653846154,9.29,294.873,59.78,300.806,299.268,536.499,2133.78,9.80918
2017-04-04 23:15:20,62.882299169,294.867,297.656,358.889,,1742050.0,299.707,392782.0,3.8654639175,9.29,302.193,59.78,300.427,304.689,542.597,2156.25,9.81001
2017-04-04 23:15:40,62.8772853186,297.51,297.949,330.503,295.532,1741650.0,299.707,389063.0,3.8655432197,9.29,304.102,59.78,300.146,304.102,545.044,2166.02,9.81083
2017-04-04 23:16:00,62.8722714681,297.607,300.087,327.819,294.658,1740940.0,299.513,393726.0,3.8656225218,9.29,301.673,59.78,299.564,305.462,543.695,2176.12,9.81166
2017-04-04 23:16:20,62.8672576177,298.191,301.777,331.067,295.358,1740230.0,299.393,399162.0,3.8657018239,9.29,299.405,59.78,299.038,306.675,541.177,2189.98,9.81249
2017-04-04 23:16:40,62.8622437673,299.215,299.543,345.795,299.361,1739510.0,299.673,398169.0,3.8657811261,9.29,301.174,59.78,299.503,305.557,539.367,2174.12,9.81332
2017-04-04 23:17:00,62.8572299169,300.344,297.722,359.017,302.353,1738800.0,299.898,397473.0,3.8658604282,9.29,302.981,59.78,299.927,304.725,537.68,2145.72,9.81415
2017-04-04 23:17:20,62.8522160665,302.54,300.075,357.048,295.138,1738090.0,299.585,399773.0,3.8659397304,9.29,305.177,59.78,299.927,306.764,537.245,2128.79,9.81498
2017-04-04 23:17:40,62.8472022161,300.869,301.768,358.853,297.067,1737380.0,299.808,401629.0,3.8660190325,9.29,300.297,59.78,300.034,303.119,538.892,2117.18,9.8158
2017-04-04 23:18:00,62.8421883657,298.517,302.015,360.437,301.636,1736670.0,300.061,403458.0,3.8660983347,9.29,294.903,59.78,300.19,298.224,539.586,2115.23,9.81727
2017-04-04 23:18:20,62.8371745152,298.985,299.206,356.91,302.26,1735960.0,299.749,405747.0,3.8661776368,9.29,296.62,59.78,300.345,296.82,535.251,2095.78,9.82043
2017-04-04 23:18:40,62.8321606648,298.908,299.108,353.277,296.615,1735250.0,299.288,401956.0,3.8662569389,9.29,298.947,59.78,299.947,294.814,539.326,2072.61,9.82358
2017-04-04 23:19:00,62.8271468144,297.476,299.944,342.559,300.263,1734540.0,300.062,400060.0,3.8663362411,9.29,299.133,59.78,299.707,298.168,542.462,2175.51,9.82674
2017-04-04 23:19:20,62.822132964,297.515,300.129,340.151,302.54,1733890.0,300.277,400504.0,3.8664155432,9.29,299.22,59.78,299.689,299.025,542.454,2185.77,9.8299
2017-04-04 23:19:40,62.8171191136,302.643,299.881,344.675,304.148,1733990.0,299.268,403656.0,3.8664948454,9.29,303.639,59.78,299.601,294.331,540.645,2196.1,9.83306
2017-04-04 23:20:00,62.8121052632,303.74,299.254,365.145,295.683,1734090.0,299.268,398848.0,3.8665741475,9.29,303.326,59.78,301.168,302.012,538.904,2162.92,9.83621
2017-04-04 23:20:20,62.8070914127,301.283,299.35,369.104,294.305,1734190.0,299.771,400621.0,3.8666534496,9.29,298.693,59.78,301.685,303.937,534.695,2127.38,9.83937
2017-04-04 23:20:40,62.8020775623,295.995,299.755,364.618,297.545,1734290.0,300.271,405480.0,3.8667327518,9.29,295.385,59.78,301.637,302.937,532.117,2083.0,9.84253
2017-04-04 23:21:00,62.7970637119,290.669,299.779,350.127,301.741,1734390.0,299.927,406255.0,3.8668120539,9.29,302.743,59.78,300.477,301.46,537.644,2053.92,9.84569
2017-04-04 23:21:20,62.7920498615,296.631,299.268,315.054,296.631,1734490.0,299.927,397852.0,3.8668913561,9.29,302.583,59.78,297.07,299.927,535.278,2032.22,9.84884
2017-04-04 23:21:40,62.7870360111,298.717,300.311,308.243,292.875,1734590.0,299.927,402859.0,3.8669706582,9.29,297.765,59.78,300.2,300.97,537.596,1973.91,9.852
2017-04-04 23:22:00,62.7820221607,299.423,299.771,360.899,302.786,1734690.0,299.629,407090.0,3.8670499603,9.29,303.903,59.78,300.961,303.256,536.481,1917.59,9.85516
